GID;FROM;TO;EROSIORATE(cm/y);Periode
223;10639;10839;0.5;1995 – 2005;
223;10839;11009;1.1;1995 – 2005;
223;11009;11039;0.7;1995 – 2005;
223;11039;11239;0.9;1995 – 2005;
223;11239;11439;0.2;1995 – 2005;
223;11439;11639;0.8;1995 – 2005;
223;11639;11839;1.8;1995 – 2005;
223;11839;12039;0.1;1995 – 2005;
223;12039;12239;-0.7;1995 – 2005;
223;12239;12439;0.1;1995 – 2005;
223;12439;12639;0.5;1995 – 2005;
223;12639;12839;0.3;1995 – 2005;
223;12839;13039;0.4;1995 – 2005;
223;13039;13239;1.6;1995 – 2005;
223;13239;13439;-0.8;1995 – 2005;
223;13439;13639;0.2;1995 – 2005;
223;13639;13839;-0.1;1995 – 2005;
223;13839;14039;1.3;1995 – 2005;
223;14039;14239;2.5;1995 – 2005;
223;14239;14439;1.1;1995 – 2005;
223;14439;14639;0.6;1995 – 2005;
223;14639;14839;1.6;1995 – 2005;
223;14839;15039;0.7;1995 – 2005;
223;15039;15239;0.2;1995 – 2005;
223;15239;15439;2.1;1995 – 2005;
223;15439;15560;3.7;1995 – 2005;
225;0;79;2.2;1995 – 2005;
225;79;279;1.5;1995 – 2005;
225;279;479;0.9;1995 – 2005;
225;479;529;1;1995 – 2005;
225;529;798;1.3;1995 – 2005;
225;798;979;1.5;1995 – 2005;
225;979;1179;1.6;1995 – 2005;
225;1179;1349;0.4;1995 – 2005;
225;1349;1549;0.8;1995 – 2005;
225;1549;1682;-3.3;1995 – 2005;
225;1682;1719;-0.7;1995 – 2005;
225;1719;1826;1.8;1995 – 2005;
225;1826;1929;1.3;1995 – 2005;
225;1929;2019;0.2;1995 – 2005;
252;0;88;0.003125;2003-2016 
252;88;190;-0.001041667;2003-2016
252;190;610;0.000654762;2003-2016
252;610;1498;0.006296296;2003-2016
252;1498;2286;0.002333333;2003-2016
252;2286;2703;0.018916667;2003-2016
252;2703;2807;0.0275;2006-2016 
252;2807;3126;0.009375;2006-2016
252;3126;3828;0.004285714;2006-2016
252;3828;4740;-0.000151515;2006-2016
252;4740;4841;-0.001666667;2006-2016
252;4841;6633;-0.011791667;2006-2016
253;0;491;-0.004305555556;2006-2016
253;491;3106;0.001510416667;2006-2016
253;3106;3911;-0.0040625;2006-2016
253;3911;4111;-0.000416667;2006-2016
253;4111;4435;0.006;2006-2016
253;4435;4707;-0.006875;2006-2016
253;4707;5768;0.000885417;2006-2016
253;5768;6118;0.001822917;2006-2016
253;6118;6508;0.002666667;2006-2016
248;0;109.414;0.00292;2006-2016
248;109.414;409.436;-0.00521;2006-2016
248;409.436;608.843;0.002396;2006-2016
248;608.843;1912.125;-0.000625;2006-2016
248;1912.15;2115.109;0;2006-2016
248;2115.109;3620.263;-0.001112;2006-2016
248;3620.263;3918.683;-0.0005556;2006-2016
251;0;98.686;-0.007833334;2006-2016
251;98.686;438.43;-0.0015;2006-2016
251;438.43;710.51;-0.0022917;2006-2016
251;710.51;911.546;0.0023611;2006-2016
251;911.546;1926.708;-0.0016319;2006-2016
251;1926.708;2127.153;0.00722223;2006-2016
251;2127.153;2322.286;0.010694444;2006-2016
251;2322.286;2528.856;-0.0027778;2006-2016
251;2528.856;2835.712;-0.00433334;2006-2016
251;2835.712;3336.779;-0.014071;2006-2016
251;3336.779;3808.218;-0.0020238;2006-2016
251;3808.218;3935.619;0.0011111;2006-2016
251;3935.619;6163.026;-0.0006884;2006-2016
251;6163.026;6768.628;-0.0017262;2006-2016
251;6768.628;7097.697;0.0010417;2006-2016
251;7097.697;7417.318;0.0077083;2006-2016
251;7417.381;7620.036;0.0115278;2006-2016
251;7620.036;7720.914;0.0025;2006-2016
251;7720.914;8518.986;0.0107292;2006-2016
251;8518.986;8624.808;0.008125;2006-2016
251;8624.808;8821.655;-0.00097222;2006-2016
251;8821.655;9636.454;-0.0007738095238;2006-2016
251;9636.454;10575.125;-0.010416667;2006-2016
251;10575.125;11375.972;-0.01;2006-2016
251;11375.972;11562.73;nan;2006-2016
405;0;587.723;-0.00625;2006-2016
405;587.723;1088.446;-0.006083334;2006-2016
405;1088.446;1645.17;-0.009027778;2006-2016
405;1645.17;2155.509;-0.013541667;2006-2016
405;2155.509;2732.775;-0.0113334;2006-2016
405;2732.775;3275.492;-0.00157778;2006-2016
405;3275.492;4040.626;-0.00833334;2006-2016
405;4040.626;4687.248;-0.1677083334;2006-2016
256;0;5389.696;nan;nan 
256;5389.696;5704.913;0.033229;1995-2019
256;5704.913;5912.173;0.009167;1995-2019
256;5912.173;6114.646;0.02375;1995-2019
256;6114.646;6515.176;-0.002583;1995-2019
256;6515.176;7261.028;-0.018177083;1995-2019
256;7261.028;7910.711;-0.014464;1995-2019
256;7910.711;8488.139;-0.019821;1995-2019
256;8488.139;8842.541;0.008125;1995-2019
256;8842.541;9337.876;-0.018583333;1995-2019
256;9337.876;9707.672;-0.009305556;1995-2019
256;9707.672;10412.388;-0.026041667;1995-2019
256;10412.388;11881.154;0.00625;1995-2019
256;11881.154;13243.309;0.03270833333;2000-2019
256;13243.309;14237.255;-0.051579;2000-2019
256;14237.255;14456.527;-0.004211;2000-2019
256;14456.527;14815.764;-0.004912;2000-2019
256;14815.764;15183.274;-0.009298246;2000-2019
256;15183.274;15719.134;-0.006315789;2000-2019
256;15719.134;16001.399;-0.045965;2000-2019
256;16001.399;16584.11;-0.050263;2000-2019
257;0;893.549;-0.052105;2000-2019
257;893.549;1225.13;-0.017894737;2000-2019
257;1225.13;1582.843;0.00877193;2000-2019
257;1582.843;2032.157;-0.001973684;2000-2019
257;2032.157;2842.393;-0.00203;2000-2019
257;2842.393;3459.9;-0.015702;2000-2019
257;3459.9;4610.094;-0.014079;2000-2019
257;4610.094;4942.7858;0.015;2000-2019
100;0;3160;26.57;1945-2012;
100;3160;5220;27.34;1945-2012;
100;5220;9990;13.44;1945-2012;
100;9990;11750.006;5.72;1945-2012;
101;0;7441.97;2.63;1945-2012;
350;0;1050;-999;1996-2014;
350;1050;2418.332;0.0;1996-2014;
21;0;1950;4.63;2004-2008;
21;1950;6010;-1.67;2004-2008;
21;6010;9152.426;4.42;2004-2008;
178;0;12965.1;-1.5;2008-2010;
178;12965.9;30329.8994695;0.4;2008-2010;
173;9340;9611;4.333;2005-2011
173;9245;9340;0.5;2005-2011
173;9113;9245;1.5;2005-2011
173;8965;9113;-5.667;2005-2011
173;8752;8965;-3.111;2005-2011
173;8577;8752;-2.778;2005-2011
173;8408;8577;-1.556;2005-2011
173;8140;8408;0;2005-2011
173;7980;8140;-2.222;2005-2011
173;7786;7980;0.333;2005-2011
173;7572;7786;1.111;2005-2011
173;7320;7572;-6.111;2005-2011
173;6577;7320;0.722;2005-2011
173;6299;6577;-5.444;2005-2011
173;5553;6299;-2;2005-2011
173;5088;5553;1.667;2005-2011
173;4591;5088;2.222;2005-2011
173;4158;4591;0.556;2005-2011
173;3531;4158;3.611;2005-2011
173;3167;3531;0;2005-2011
173;2554;3167;0;2005-2011
173;2169;2554;-2.111;2005-2011
173;1653;2169;0.611;2005-2011
173;1135;1653;-1.944;2005-2011
173;612;1135;4.389;2005-2011
173;0;612;-0.167;2005-2011
322;23442;23842;-5.467;2005-2011
322;23038;23442;1.556;2005-2011
322;22525;23038;1.778;2005-2011
322;21984;22525;20.333;2005-2011
322;21355;21984;0.611;2005-2011
322;20838;21355;11.833;2005-2011
322;20413;20838;3.139;2005-2011
322;19940;20413;9.722;2005-2011
322;19431;19940;2.667;2005-2011
322;18836;19431;0.111;2005-2011
322;18284;18836;7.556;2005-2011
322;17747;18284;0;2005-2011
322;17357;17747;-1.056;2005-2011
322;16990;17357;6.889;2005-2011
322;16338;16990;22.5;2005-2011
322;15656;16338;8.111;2005-2011
322;15279;15656;-5.944;2005-2011
322;14859;15279;-6.539;2005-2011
322;14359;14859;3.722;2005-2011
322;13750;14359;-7.278;2005-2011
322;13353;13750;10.2;2005-2011
322;12883;13353;-2.128;2005-2011
322;12577;12883;-0.056;2005-2011
322;11927;12577;0;2005-2011
322;11240;11927;0;2005-2011
322;10710;11240;-0.333;2005-2011
322;10256;10710;2.722;2005-2011
322;9813;10256;0.111;2005-2011
322;9344;9813;2.833;2005-2011
322;8752;9344;-0.722;2005-2011
322;8210;8752;4.444;2005-2011
322;7894;8210;3;2005-2011
322;7421;7894;-1.944;2005-2011
322;6755;7421;9.722;2005-2011
322;6302;6755;0.444;2005-2011
322;5806;6302;2.333;2005-2011
322;5308;5806;2.739;2005-2011
322;4751;5308;-0.667;2005-2011
322;4255;4751;-1.389;2005-2011
322;3851;4255;0;2005-2011
322;3336;3851;1.833;2005-2011
322;2630;3336;7.5;2005-2011
322;2331;2630;9.556;2005-2011
322;1774;2331;-2.444;2005-2011
322;1278;1774;0.556;2005-2011
322;869;1278;-6.278;2005-2011
322;251;869;-4.889;2005-2011
322;0;251;-0.222;2005-2011
122;18577;19489;0;2005-2011
122;18265;18577;6.222;2005-2011
122;17746;18265;0;2005-2011
122;17241;17746;-0.889;2005-2011
122;16720;17241;0;2005-2011
122;16067;16720;-2.667;2005-2011
122;15621;16067;8.5;2005-2011
122;15226;15621;0;2005-2011
122;14785;15226;0;2005-2011
122;14136;14785;0;2005-2011
122;13517;14136;-0.222;2005-2011
122;13190;13517;-1.333;2005-2011
122;12725;13190;0;2005-2011
122;11866;12725;-0.167;2005-2011
122;9756;10424;0;2005-2011
122;9172;9756;4.167;2005-2011
122;8603;9172;3.389;2005-2011
122;8043;8603;0;2005-2011
122;7591;8043;4.833;2005-2011
122;7184;7591;-4.833;2005-2011
122;6713;7184;1.389;2005-2011
122;6109;6713;0;2005-2011
122;5551;6109;0;2005-2011
122;5186;5551;0;2005-2011
122;4655;5186;0;2005-2011
122;4272;4655;1.111;2005-2011
122;3796;4272;0;2005-2011
122;3118;3796;3.306;2005-2011
122;2561;3118;0;2005-2011
122;2063;2561;0;2005-2011
122;1584;2063;0;2005-2011
122;1171;1584;1.667;2005-2011
122;0;1171;8.222;2005-2011
324;5411;6826;-2.833;2005-2011
324;183;5411;0;2005-2011
324;0;183;-0.333;2005-2011
173;16820;17372;-4.333;2005-2011
173;16178;16820;-4.333;2005-2011
173;15692;16178;-3.333;2005-2011
173;15276;15692;-3.833;2005-2011
173;14762;15276;1.167;2005-2011
173;14249;14762;1.167;2005-2011
173;13872;14249;6.167;2005-2011
173;13302;13872;-6.333;2005-2011
173;12856;13302;-5;2005-2011
173;12158;12856;-3.667;2005-2011
173;11622;12158;-0.667;2005-2011
173;11037;11622;2.833;2005-2011
173;10713;11037;2.167;2005-2011
173;10265;10713;-3.167;2005-2011
173;9611;10265;-3.5;2005-2011
87;21414;21680;-1.071;1999-2016
87;20796;21414;0.404;1999-2016
87;20166;20796;0.08;1999-2016
87;19907;20166;2.112;1999-2016
87;19188;19907;-0.59;1999-2016
87;18744;19188;-2.678;1999-2016
87;18262;18744;2.761;1999-2016
87;17840;18262;2.614;1999-2016
87;17029;17840;1.149;1999-2016
87;16634;17029;1.165;1999-2016
87;16282;16634;4.812;1999-2016
87;15531;16282;0.416;1999-2016
87;15081;15531;0.91;1999-2016
87;14677;15081;1.016;1999-2016
87;14270;14677;3.845;1999-2016
87;13650;14270;-0.024;1999-2016
87;13185;13650;1.863;1999-2016
87;12637;13185;0.665;1999-2016
87;12281;12637;0.939;1999-2016
87;11917;12281;0.241;1999-2016
87;11034;11917;-0.604;1999-2016
87;10794;11034;3.167;1999-2016
87;10308;10794;0.833;1999-2016
87;9730;10308;0.655;1999-2016
87;9124;9730;-0.525;1999-2016
87;8556;9124;-0.722;1999-2016
87;8243;8556;-0.175;1999-2016
87;7834;8243;0.392;1999-2016
87;7099;7834;0.857;1999-2016
87;6605;7099;1.367;1999-2016
87;6106;6605;0.794;1999-2016
87;5683;6106;0.255;1999-2016
87;5122;5683;0.133;1999-2016
87;4724;5122;0.202;1999-2016
87;4210;4724;0.949;1999-2016
87;3678;4210;-0.194;1999-2016
87;2957;3678;1.437;1999-2016
87;2567;2957;1.433;1999-2016
87;2214;2567;3.931;1999-2016
87;1694;2214;2.433;1999-2016
87;1300;1694;1.635;1999-2016
87;567;1300;1.875;1999-2016
87;283;567;-0.029;1999-2016
87;0;283;-0.192;1999-2016
321;12009;12331;0.055;2001-2009
321;11522;12009;-0.017;2001-2009
321;11078;11522;0.081;2001-2009
321;10594;11078;0.013;2001-2009
321;9892;10594;-0.008;2001-2009
321;9436;9892;0.119;2001-2009
321;9028;9436;-0.005;2001-2009
321;8535;9028;0.01;2001-2009
321;7937;8535;0.042;2001-2009
321;7394;7937;0.003;2001-2009
321;6922;7394;0.016;2001-2009
321;6374;6922;0.027;2001-2009
321;5770;6374;0.005;2001-2009
321;5241;5770;0.001;2001-2009
321;4816;5241;0.118;2001-2009
321;4212;4816;0.039;2001-2009
321;3617;4212;0;2001-2009
321;3150;3617;0.033;2001-2009
321;2779;3150;0.051;2001-2009
321;2227;2779;0.025;2001-2009
321;1608;2227;0.038;2001-2009
321;1136;1608;0.006;2001-2009
321;687;1136;-2.253;1997-2009
321;0;687;1.35;1997-2009
320;18347;18728;1.475;1997-2009
320;17808;18347;0.394;1997-2009
320;17412;17808;-1.486;1997-2009
320;16902;17412;-0.567;1997-2009
320;16403;16902;1.167;1997-2009
320;15842;16403;4.611;1997-2009
320;15384;15842;1.447;1997-2009
320;14920;15384;-0.442;1997-2009
320;14282;14920;-0.797;1997-2009
320;13791;14282;1.842;1997-2009
320;13357;13791;3.831;1997-2009
320;12860;13357;1.803;1997-2009
320;12322;12860;1.139;1997-2009
320;11831;12322;1.147;1997-2009
320;11416;11831;2.261;1997-2009
320;10883;11416;0.728;1997-2009
320;10248;10883;0.881;1997-2009
320;9815;10248;-6.1;1997-2009
320;9399;9815;3.103;1997-2009
320;8836;9399;-2.378;1997-2009
320;8266;8836;5.639;1997-2009
320;7758;8266;2.022;1997-2009
320;7336;7758;1.464;1997-2009
320;6875;7336;-2.631;1997-2009
320;6268;6875;0.131;1997-2009
320;5712;6268;3.603;1997-2009
320;5322;5712;1.831;1997-2009
320;4823;5322;0.108;1997-2009
320;4202;4823;-1.861;1997-2009
320;3765;4202;-0.256;1997-2009
320;3319;3765;1.308;1997-2009
320;2868;3319;0.425;1997-2009
320;2185;2868;0.011;1997-2009
320;1697;2185;-0.444;1997-2009
320;1265;1697;2.092;1997-2009
320;802;1265;-0.572;1997-2009
320;380;802;0.869;1997-2009
320;0;380;-3.983;1997-2009
360;25588.487;31505.447;4.189;1992-2006
360;25588.487;25588.487;-3.059;1992-2006
360;25550.837;25588.487;1.548;1992-2006
360;23084.887;25550.837;-3.79;1992-2006
360;13910.287;23084.887;-1.819;1992-2006
360;11886.067;13910.287;1.167;1992-2006
360;11263.227;11886.067;-2.352;1992-2006
360;10848.007;11263.227;0.575;1992-2006
360;10692.297;10848.007;-0.722;1992-2006
360;9758.037;10692.297;0.49;1992-2006
360;8979.647;9758.037;-0.383;1992-2006
360;8771.887;8979.647;0.394;1992-2006
360;155.967000000001;8771.887;-0.865;1992-2006
89;10986.9282234;11095.9282234;-8.599999999999;2009-2019
89;10886.9282234;10986.9282234;-2.30000000000018;2009-2019
89;10784.9282234;10886.9282234;-0.299999999999727;2009-2019
89;10684.9282234;10784.9282234;-3.40000000000146;2009-2019
89;10625.9282234;10684.9282234;3.09999999999945;2009-2019
89;10588.9282234;10625.9282234;-2.99999999999955;2009-2019
89;10537.9282234;10588.9282234;-4.49999999999818;2009-2019
89;10485.9282234;10537.9282234;8.50000000000136;2009-2019
89;10387.9282234;10485.9282234;7.69999999999982;2009-2019
89;10286.9282234;10387.9282234;5;2009-2019
89;10273.9282234;10286.9282234;-1.20000000000118;2009-2019
89;10230.9282234;10273.9282234;1.00000000000136;2009-2019
89;10186.9282234;10230.9282234;0.799999999999273;2009-2019
89;10080.9282234;10186.9282234;0.699999999999363;2009-2019
89;9983.9282234;10080.9282234;1.00000000000136;2009-2019
89;9882.9282234;9983.9282234;0.299999999999727;2009-2019
89;9824.9282234;9882.9282234;-0.399999999999636;2009-2019
89;9781.9282234;9824.9282234;0.0999999999999091;2009-2019
89;9726.9282234;9781.9282234;1.50000000000091;2009-2019
89;9681.9282234;9726.9282234;1.90000000000055;2009-2019
89;9581.9282234;9681.9282234;2.40000000000009;2009-2019
89;9481.9282234;9581.9282234;-0.700000000001637;2009-2019
89;9381.9282234;9481.9282234;0.0999999999999091;2009-2019
89;9351.9282234;9381.9282234;-0.599999999999454;2009-2019
89;9277.9282234;9351.9282234;-0.499999999999545;2009-2019
89;9177.9282234;9277.9282234;0.900000000001455;2009-2019
89;9078.9282234;9177.9282234;0.999999999999091;2009-2019
89;9006.9282234;9078.9282234;-0.0999999999999091;2009-2019
89;8976.9282234;9006.9282234;-2.30000000000018;2009-2019
89;8876.9282234;8976.9282234;-2.30000000000018;2009-2019
89;8775.9282234;8876.9282234;-0.799999999999273;2009-2019
89;8673.9282234;8775.9282234;2.800000000002;2009-2019
89;8626.9282234;8673.9282234;5.29999999999973;2009-2019
89;8583.9282234;8626.9282234;1.00000000000136;2009-2019
89;8574.9282234;8583.9282234;-1.59999999999855;2009-2019
89;8473.9282234;8574.9282234;0.499999999999545;2009-2019
89;8372.9282234;8473.9282234;-1.89999999999827;2009-2019
89;8269.9282234;8372.9282234;0.199999999999818;2009-2019
89;8170.9282234;8269.9282234;-4.90000000000009;2009-2019
89;7970.9282234;8170.9282234;-3.09999999999945;2009-2019
89;7963.9282234;7970.9282234;0.700000000001637;2009-2019
89;7767.9282234;7963.9282234;3.40000000000146;2009-2019
89;7563.9282234;7767.9282234;-0.299999999999727;2009-2019
89;7364.9282234;7563.9282234;1.39999999999873;2009-2019
89;7161.9282234;7364.9282234;3.49999999999909;2009-2019
89;6958.9282234;7161.9282234;0.399999999999636;2009-2019
89;6760.9282234;6958.9282234;-0.399999999999636;2009-2019
89;6620.9282234;6760.9282234;-2.40000000000009;2009-2019
89;6605.9282234;6620.9282234;0.900000000001455;2009-2019
89;6552.9282234;6605.9282234;-0.299999999999727;2009-2019
89;6349.9282234;6552.9282234;-0.0999999999999091;2009-2019
89;6149.9282234;6349.9282234;1.10000000000127;2009-2019
89;5939.9282234;6149.9282234;2.40000000000009;2009-2019
89;5736.9282234;5939.9282234;0.599999999999454;2009-2019
89;5635.9282234;5736.9282234;1.70000000000073;2009-2019
89;5533.9282234;5635.9282234;0.899999999999181;2009-2019
89;5434.9282234;5533.9282234;0.899999999999181;2009-2019
89;5334.9282234;5434.9282234;-0.299999999999727;2009-2019
89;5230.9282234;5334.9282234;0.699999999999363;2009-2019
89;5131.9282234;5230.9282234;0.199999999999818;2009-2019
89;4968.9282234;5131.9282234;0.299999999999727;2009-2019
89;4721.9282234;4968.9282234;0.499999999999545;2009-2019
89;4525.9282234;4721.9282234;0.800000000001546;2009-2019
89;4323.9282234;4525.9282234;0.0999999999999091;2009-2019
89;4125.9282234;4323.9282234;-0.499999999999545;2009-2019
89;3923.9282234;4125.9282234;-0.0999999999999091;2009-2019
89;3717.9282234;3923.9282234;-0.700000000001637;2009-2019
89;3626.9282234;3717.9282234;-0.699999999999363;2009-2019
89;3576.9282234;3626.9282234;5.29999999999973;2009-2019
89;3544.9282234;3576.9282234;0.0999999999999091;2009-2019
89;3525.9282234;3544.9282234;0.999999999999091;2009-2019
89;3474.9282234;3525.9282234;-0.299999999999727;2009-2019
89;3423.9282234;3474.9282234;-12989.9;2009-2019
89;3373.9282234;3423.9282234;0;2009-2019
89;3324.9282234;3373.9282234;1.00000000000136;2009-2019
89;3274.9282234;3324.9282234;0.399999999999636;2009-2019
89;3223.9282234;3274.9282234;-0.199999999999818;2009-2019
89;3173.9282234;3223.9282234;0.40000000000191;2009-2019
89;3124.9282234;3173.9282234;2.30000000000018;2009-2019
89;3074.9282234;3124.9282234;1.099999999999;2009-2019
89;3024.9282234;3074.9282234;1.80000000000064;2009-2019
89;2969.9282234;3024.9282234;2.00000000000045;2009-2019
89;2924.9282234;2969.9282234;1.29999999999882;2009-2019
89;2868.9282234;2924.9282234;1.70000000000073;2009-2019
89;2824.9282234;2868.9282234;1.89999999999827;2009-2019
89;2776.9282234;2824.9282234;3.900000000001;2009-2019
89;2723.9282234;2776.9282234;0.999999999999091;2009-2019
89;2673.9282234;2723.9282234;-0.0999999999999091;2009-2019
89;2620.9282234;2673.9282234;-1.400000000001;2009-2019
89;2568.9282234;2620.9282234;0.999999999999091;2009-2019
89;2519.9282234;2568.9282234;-1.099999999999;2009-2019
89;2493.9282234;2519.9282234;-0.500000000001819;2009-2019
89;2470.9282234;2493.9282234;-0.299999999999727;2009-2019
89;2449.9282234;2470.9282234;-0.999999999999091;2009-2019
89;2438.9282234;2449.9282234;-1.29999999999882;2009-2019
89;2417.9282234;2438.9282234;-1.60000000000082;2009-2019
89;2392.9282234;2417.9282234;-1.50000000000091;2009-2019
89;2364.9282234;2392.9282234;1.20000000000118;2009-2019
89;2338.9282234;2364.9282234;0.599999999999454;2009-2019
89;2324.9282234;2338.9282234;-30.6000000000017;2009-2019
89;2315.9282234;2324.9282234;0.499999999999545;2009-2019
89;2215.9282234;2315.9282234;0.0999999999999091;2009-2019
89;2115.9282234;2215.9282234;1.79999999999836;2009-2019
89;2016.9282234;2115.9282234;0.599999999999454;2009-2019
89;1915.9282234;2016.9282234;1.70000000000073;2009-2019
89;1878.9282234;1915.9282234;0.799999999999273;2009-2019
89;1814.9282234;1878.9282234;0.900000000001455;2009-2019
89;1713.9282234;1814.9282234;0.900000000001455;2009-2019
89;1611.9282234;1713.9282234;1.00000000000136;2009-2019
89;1511.9282234;1611.9282234;-0.700000000001637;2009-2019
89;1412.9282234;1511.9282234;0.999999999999091;2009-2019
89;1315.9282234;1412.9282234;0.399999999999636;2009-2019
89;1215.9282234;1315.9282234;2.00000000000045;2009-2019
89;1165.9282234;1215.9282234;3.69999999999891;2009-2019
89;1115.9282234;1165.9282234;1.50000000000091;2009-2019
89;1033.9282234;1115.9282234;1.90000000000055;2009-2019
89;965.9282234;1033.9282234;0.899999999999181;2009-2019
89;915.9282234;965.9282234;3.19999999999936;2009-2019
89;863.9282234;915.9282234;1.50000000000091;2009-2019
89;815.9282234;863.9282234;-3.00000000000182;2009-2019
89;803.9282234;815.9282234;1.79999999999836;2009-2019
89;715.9282234;803.9282234;3.70000000000118;2009-2019
89;615.9282234;715.9282234;-8.49999999999909;2009-2019
89;515.9282234;615.9282234;-9.20000000000073;2009-2019
89;414.9282234;515.9282234;-6.30000000000109;2009-2019
89;339.9282234;414.9282234;-0.40000000000191;2009-2019
89;317.9282234;339.9282234;3.39999999999918;2009-2019
89;233.9282234;317.9282234;3.49999999999909;2009-2019
89;216.9282234;233.9282234;1.39999999999873;2009-2019
89;113.9282234;216.9282234;1.39999999999873;2009-2019
89;12.9282234000002;113.9282234;10.3999999999996;2009-2019
89;0;12.9282234000002;6.49999999999864;2009-2019
351;15934.0392338;16028.0392338;0;2006-2014
351;15833.0392338;15934.0392338;6.00000000000023;2006-2014
351;15733.0392338;15833.0392338;16.3750000000007;2006-2014
351;15633.0392338;15733.0392338;16.4999999999992;2006-2014
351;15533.0392338;15633.0392338;8.87500000000045;2006-2014
351;15483.0392338;15533.0392338;7.62500000000017;2006-2014
351;15436.0392338;15483.0392338;8.25000000000031;2006-2014
351;15336.0392338;15436.0392338;-1.9999999999996;2006-2014
351;15303.0392338;15336.0392338;4.74999999999994;2006-2014
351;15235.0392338;15303.0392338;10.3749999999998;2006-2014
351;15135.0392338;15235.0392338;17.0000000000002;2006-2014
351;15035.0392338;15135.0392338;7.87499999999994;2006-2014
351;14935.0392338;15035.0392338;14.2499999999998;2006-2014
351;14835.0392338;14935.0392338;9.375;2006-2014
351;14736.0392338;14835.0392338;16.4999999999999;2006-2014
351;14637.0392338;14736.0392338;12.2500000000002;2006-2014
351;14537.0392338;14637.0392338;28.6249999999995;2006-2014
351;14437.0392338;14537.0392338;31.3749999999999;2006-2014
351;14337.0392338;14437.0392338;18.5000000000002;2006-2014
351;14237.0392338;14337.0392338;7.87499999999994;2006-2014
351;14138.0392338;14237.0392338;10.0000000000001;2006-2014
351;14038.0392338;14138.0392338;12.2499999999995;2006-2014
351;13938.0392338;14038.0392338;13.8749999999995;2006-2014
351;13838.0392338;13938.0392338;16.8750000000003;2006-2014
351;13738.0392338;13838.0392338;17.4999999999997;2006-2014
351;13638.0392338;13738.0392338;18.4999999999995;2006-2014
351;13539.0392338;13638.0392338;12.7499999999998;2006-2014
351;13439.0392338;13539.0392338;6.87500000000014;2006-2014
351;13345.0392338;13439.0392338;7.87499999999994;2006-2014
351;13239.0392338;13345.0392338;7.00000000000003;2006-2014
351;13139.0392338;13239.0392338;7.49999999999957;2006-2014
351;13039.0392338;13139.0392338;7.12499999999991;2006-2014
351;12939.0392338;13039.0392338;4.24999999999969;2006-2014
351;12885.0392338;12939.0392338;0.874999999999915;2006-2014
351;12839.0392338;12885.0392338;-2.1250000000002;2006-2014
351;12739.0392338;12839.0392338;-0.874999999999915;2006-2014
351;12639.0392338;12739.0392338;2.74999999999963;2006-2014
351;12539.0392338;12639.0392338;4.50000000000017;2006-2014
351;12439.0392338;12539.0392338;6.62500000000037;2006-2014
351;12338.0392338;12439.0392338;7.2499999999998;2006-2014
351;12237.0392338;12338.0392338;7.62500000000017;2006-2014
351;12135.0392338;12237.0392338;1.50000000000006;2006-2014
351;12035.0392338;12135.0392338;-0.625000000000142;2006-2014
351;11935.0392338;12035.0392338;-1.1250000000004;2006-2014
351;11836.0392338;11935.0392338;-1.12499999999969;2006-2014
351;11736.0392338;11836.0392338;-0.749999999999318;2006-2014
351;11636.0392338;11736.0392338;0.250000000000483;2006-2014
351;11536.0392338;11636.0392338;0.250000000000483;2006-2014
351;11436.0392338;11536.0392338;0.249999999999773;2006-2014
351;11336.0392338;11436.0392338;6.62500000000037;2006-2014
351;11235.0392338;11336.0392338;0.125000000000597;2006-2014
351;11137.0392338;11235.0392338;1.9999999999996;2006-2014
351;11038.0392338;11137.0392338;-0.249999999999773;2006-2014
351;10938.0392338;11038.0392338;3.00000000000011;2006-2014
351;10838.0392338;10938.0392338;-0.374999999999659;2006-2014
351;10738.0392338;10838.0392338;0;2006-2014
351;10638.0392338;10738.0392338;-0.999999999999801;2006-2014
351;10538.0392338;10638.0392338;-2.24999999999937;2006-2014
351;10438.0392338;10538.0392338;-1.12499999999969;2006-2014
351;10338.0392338;10438.0392338;1.50000000000006;2006-2014
351;10287.0392338;10338.0392338;1.75000000000054;2006-2014
351;10237.0392338;10287.0392338;0.124999999999886;2006-2014
351;10186.0392338;10237.0392338;0.750000000000028;2006-2014
351;10137.0392338;10186.0392338;2.50000000000057;2006-2014
351;10087.0392338;10137.0392338;2.1250000000002;2006-2014
351;10037.0392338;10087.0392338;1.00000000000051;2006-2014
351;9986.0392338;10037.0392338;0.374999999999659;2006-2014
351;9937.0392338;9986.0392338;1.37500000000017;2006-2014
351;9886.0392338;9937.0392338;1.75000000000054;2006-2014
351;9837.0392338;9886.0392338;2.74999999999963;2006-2014
351;9786.0392338;9837.0392338;1.87499999999972;2006-2014
351;9737.0392338;9786.0392338;1.87499999999972;2006-2014
351;9687.0392338;9737.0392338;1.87499999999972;2006-2014
351;9635.0392338;9687.0392338;1.74999999999983;2006-2014
351;9582.0392338;9635.0392338;2.62499999999974;2006-2014
351;9532.0392338;9582.0392338;4.74999999999994;2006-2014
351;9481.0392338;9532.0392338;1.25000000000028;2006-2014
351;9431.0392338;9481.0392338;0.499999999999545;2006-2014
351;9381.0392338;9431.0392338;0.124999999999886;2006-2014
351;9359.0392338;9381.0392338;1.75000000000054;2006-2014
351;9331.0392338;9359.0392338;0.499999999999545;2006-2014
